SK_ID_CURR,TARGET
100001,0.033864225645510046
100005,0.1310139306573881
100013,0.03930612315933638
100028,0.03789353111143554
100038,0.16190387557647054
100042,0.04936102467026391
100057,0.0072533422149141285
100065,0.030259822333508216
100066,0.009734684341987652
100067,0.06414771815292844
100074,0.05162796106906789
100090,0.028674262733787648
100091,0.1778452146810826
100092,0.06700944806355127
100106,0.053795942785312134
100107,0.1693051517497125
100109,0.04725462632265044
100117,0.021044462942133253
100128,0.07895342599317451
100141,0.045638436267561436
100150,0.03151699495196406
100168,0.007860260741205837
100169,0.031160045732366137
100170,0.2149787821269295
100171,0.04532216682149585
100172,0.10167982516726243
100184,0.09503228393597175
100187,0.06617311328223309
100212,0.027474112149061505
100222,0.07161155947132229
100223,0.03192928454631272
100232,0.009942675465037874
100241,0.11820436027797018
100245,0.02004436983660719
100253,0.02302191429476951
100256,0.07178821047689178
100271,0.010809291795178939
100278,0.3733698037535487
100280,0.009287113706537859
100306,0.21564474815857482
100311,0.08643538363365659
100312,0.017376752293045947
100330,0.15160194601395943
100331,0.01934821868339299
100352,0.11093822671735822
100358,0.0873949640945213
100367,0.026464181062088924
100382,0.10713789206338656
100384,0.06306389720675101
100385,0.07298209325473816
100386,0.03283095951619014
100399,0.03958772317403074
100404,0.02504284957916488
100416,0.021526916876630525
100422,0.04485281765445291
100426,0.03918931647754208
100438,0.03315217979054103
100444,0.17243554565461738
100445,0.1324830454120883
100446,0.05685121609259075
100447,0.019865181219124096
100450,0.13154091311777572
100466,0.017717324824893
100483,0.016066473633533366
100484,0.0308362995328375
100494,0.0455489965911104
100510,0.19797900628782683
100512,0.01369427065411144
100517,0.023426170381850745
100548,0.029259258026573667
100551,0.030644087953861553
100552,0.0964213089245822
100553,0.017327617087148067
100561,0.12173551595059444
100568,0.3518652333779913
100569,0.025334497908278644
100591,0.06611503761363194
100592,0.033048121440803074
100602,0.034368012317883154
100607,0.0661007772105516
100613,0.05520148966942516
100617,0.09627489508182054
100618,0.07833043644384506
100622,0.07191623801577053
100625,0.14017954119402184
100677,0.11562458568505157
100699,0.030550596749767372
100702,0.36684052657629007
100711,0.04913190927007542
100729,0.09618541325520963
100740,0.16081072946073194
100744,0.11773764151257918
100745,0.05371762682294697
100747,0.060671192676133356
100751,0.4186267096790095
100752,0.06620973398597636
100753,0.21206428299102936
100754,0.41103751569667635
100760,0.04213362867681952
100762,0.09564619355382328
100763,0.030693354909611222
100765,0.01671122015728526
100770,0.07401817535534085
100772,0.025569760791056217
100777,0.015572313440481517
100791,0.015074505634788305
100792,0.01030053099014042
100797,0.031604041794134376
100823,0.043987224227965006
100826,0.029406309887822016
100830,0.035951704744983645
100836,0.19200973143293731
100872,0.050222036043893
100910,0.04911774863410906
100913,0.11913892454860098
100918,0.026992638559517966
100931,0.010980994618582636
100952,0.03444095129585606
100953,0.023367128449572457
100965,0.16040225808795106
100970,0.02502298680562963
100982,0.16710476308501368
100983,0.38341590838503503
100984,0.05644762734800425
100987,0.049538321502143594
100997,0.0501726380058061
100998,0.17745018633845958
101002,0.032034125663436476
101005,0.1440516191582672
101008,0.25319431953567306
101020,0.03377539911212782
101021,0.09580853049828847
101024,0.03364716702718152
101025,0.16752109373318003
101026,0.03839429053405094
101031,0.02186332824341878
101041,0.01841955683680583
101051,0.007597127186684111
101055,0.0523238026466411
101056,0.22611932718587857
101057,0.020785707660104624
101064,0.025452778877225822
101079,0.06351200886332863
101087,0.01773105892981929
101090,0.025140951174522804
101092,0.09191762387299963
101097,0.16099968654489477
101099,0.016928787765971114
101107,0.10587442120162796
101118,0.036151160760121974
101125,0.0860941213245433
101126,0.009683183246584608
101128,0.015088254865952675
101136,0.06851756168623165
101140,0.1543568760122065
101149,0.09369492884549835
101160,0.12648307697742228
101169,0.24895355860320206
101181,0.037620005207717855
101186,0.013357014975976132
101190,0.03390187804926118
101193,0.09944724784319145
101194,0.12087928653046906
101198,0.20453664792312662
101200,0.022068048907822303
101204,0.018583428487773793
101211,0.08632771647953343
101213,0.03538060997749935
101223,0.03234387770710287
101225,0.11986061855359792
101237,0.05145101049622487
101243,0.09462393528366833
101244,0.14949590633625037
101258,0.026582349050222685
101259,0.1630309095681342
101268,0.15254005783220229
101269,0.029554482873650395
101271,0.0333245080505198
101279,0.035511669670643696
101281,0.22525212716766307
101287,0.10548478111205094
101292,0.021982047753212417
101294,0.0274854517019576
101296,0.12327340223618366
101297,0.021567659510043215
101299,0.02647435802923889
101301,0.03263144412728613
101305,0.10274621547859666
101308,0.3327619630519031
101318,0.010473247967519382
101327,0.336739226975299
101329,0.013362542098266532
101332,0.057092650294330624
101337,0.030139577907598806
101343,0.023979856177111177
101345,0.020910469939654217
101346,0.01709302164441223
101353,0.017405138587439157
101354,0.12080034491444232
101355,0.1778385545346732
101356,0.022736694549249373
101362,0.074163615575627
101363,0.49760917807856797
101365,0.01892497238085594
101366,0.05370038426872347
101367,0.19156894968065943
101368,0.010396501040639067
101374,0.11350061078596738
101380,0.018331977655083192
101383,0.036101914330359135
101398,0.022024103683462245
101399,0.2250975177612514
101401,0.22054192996517286
101412,0.11082261570105786
101426,0.05729511456073242
101427,0.365090405814483
101428,0.12458328729066066
101429,0.20288481059314623
101434,0.02365335255507113
101440,0.10768672678638722
101448,0.06062553873013646
101449,0.037548288911645175
101465,0.05471227762823774
101467,0.022164630587863846
101472,0.05690618825900341
101478,0.17382265697543298
101497,0.054695543053136994
101504,0.0293472830354746
101547,0.015991789795718463
101548,0.058585412723357676
101555,0.08358460337539964
101570,0.020153484943111484
101572,0.038098417478418085
101578,0.04135867554935306
101580,0.10013621583153881
101588,0.12937710373491706
101602,0.03877144527855684
101610,0.1826482852707533
101614,0.03159672191830039
101616,0.022486365027674995
101643,0.0754967472391083
101644,0.04792070482890495
101649,0.04177638242239968
101650,0.027433065583679538
101665,0.013338817619816711
101667,0.11663331772323661
101669,0.1294037172498728
101674,0.07513955950066278
101675,0.013241096698215552
101678,0.1184862718526794
101682,0.01708587943251799
101686,0.029607580068296058
101697,0.25817285741795604
101700,0.43145367766530945
101711,0.022245722894562954
101714,0.03454848761527814
101715,0.1648103074869272
101728,0.02757832799545109
101732,0.04421582755504391
101757,0.0917543797740241
101758,0.033964749339506606
101759,0.06257969860798998
101762,0.02611034318184676
101764,0.07585550824454718
101780,0.24836450435679133
101784,0.013019827432545953
101789,0.01588881194192623
101816,0.0659782504192458
101819,0.03985136227218828
101827,0.010020093192286292
101863,0.06853352072068843
101867,0.03116907403214334
101870,0.012355390857493969
101873,0.24472052247023823
101878,0.07555639610356184
101879,0.08506207184725505
101880,0.023967446980721445
101887,0.04188059950625606
101897,0.016621586294404883
101901,0.11732229844234066
101903,0.23648378096415001
101920,0.034260736111407765
101921,0.024071939933429078
101922,0.08514691477067833
101961,0.11635414900162391
101962,0.015255516661496944
101971,0.04758135002671422
101976,0.39942154647011247
102002,0.11286553462007537
102005,0.025814033840466013
102007,0.3000387740213668
102017,0.017790160289895898
102019,0.18942017904453234
102029,0.012203033451179433
102051,0.16660049338374172
102052,0.008417659041567669
102054,0.024335596250510363
102062,0.04817894137188348
102067,0.165636859511057
102068,0.10478115630938681
102070,0.04394989187505189
102090,0.10575027418742225
102092,0.03688928786426033
102099,0.06227009214211765
102100,0.022700090903214207
102112,0.11045190415676984
102113,0.02265619262283177
102122,0.20117320547010903
102123,0.04222230776406381
102125,0.03460141489145496
102126,0.2581556637803546
102146,0.020502188021968088
102147,0.07021783988571177
102151,0.044774053139262915
102158,0.21110265260126648
102159,0.022726702654223087
102162,0.04994784886304483
102165,0.044948107249018994
102166,0.019739068874405904
102174,0.01598955980897196
102193,0.2222851470096152
102198,0.020931765349363238
102205,0.17098075705085033
102206,0.008724818660827477
102218,0.013769458378482426
102221,0.028140963486372128
102230,0.08460209542897504
102238,0.0263697990987554
102248,0.03135799296924086
102252,0.20667100143871742
102259,0.05578768881759395
102262,0.1460846394997684
102273,0.048459854438435576
102286,0.14160353033975376
102293,0.00831063747042397
102294,0.028138125956088094
102296,0.08149480510829124
102298,0.0975420265604321
102303,0.02395957130105208
102309,0.06088916943032716
102315,0.036996435626324306
102340,0.03741108043526825
102342,0.05399811180953444
102344,0.045642386907553095
102346,0.05844680622142385
102347,0.02104161925594137
102374,0.05663781982766809
102380,0.03751907437913558
102387,0.016578356075346
102393,0.05162798691477395
102403,0.015549294653569886
102413,0.03922898838391624
102414,0.006270826393274681
102415,0.0356180352731642
102416,0.1211486896210883
102439,0.03791875213091264
102441,0.03555337935223575
102443,0.020430220290205615
102444,0.16034152259075093
102445,0.13502912967912947
102448,0.026937500214428544
102449,0.07530313578096601
102450,0.20097978846290068
102456,0.013558634319577881
102458,0.05957340799223521
102459,0.07269766745171485
102465,0.04884283219260125
102470,0.16437088873430114
102471,0.024296768171960168
102475,0.0253689757121002
102476,0.201937471938149
102506,0.030591224356228113
102509,0.03771493747908228
102519,0.01979951274321186
102522,0.03838775528660166
102545,0.0256876525623137
102549,0.04325708204532655
102562,0.010278858551882873
102563,0.014090952774078623
102568,0.10177816935011483
102582,0.062372162709499024
102592,0.013743676763693083
102597,0.13139551620904744
102605,0.023388392038900203
102614,0.020346464927661928
102617,0.0683127837207915
102634,0.03225510622403071
102652,0.01668800236460372
102655,0.008880775499524322
102671,0.0833227204967896
102694,0.22218809461744543
102701,0.03583120922791084
102703,0.010899044378637309
102704,0.019373183144114688
102713,0.007816905900992228
102720,0.10061603712906558
102731,0.01961821806763822
102733,0.028301599903977053
102749,0.025628579382230777
102755,0.07569355511040488
102763,0.010589517370228882
102770,0.03397919146787279
102772,0.05381620176623848
102799,0.108031506169949
102838,0.010668692017704444
102854,0.019820106870695527
102862,0.1645457536225754
102863,0.017478985230207134
102867,0.009544701828509788
102868,0.011564474450863388
102878,0.06761304959553699
102887,0.044266493577437296
102898,0.3429760697086159
102904,0.09926321337728176
102912,0.05222626139458582
102919,0.03252812074507233
102927,0.05394910504410573
102932,0.03692863896329697
102933,0.06429652503106577
102935,0.020325081110936907
102958,0.0450520838208708
102969,0.2860695665693192
102971,0.01778743304010895
102975,0.06499890778241678
102979,0.035951555452778415
102982,0.014597126896681158
102987,0.2300542024797526
102989,0.048210270033082925
102995,0.04125387387608401
102996,0.01535699462111338
103000,0.03712233803324841
103001,0.1120526291238762
103004,0.023497569519257494
103010,0.013379598732367512
103025,0.2940295553336637
103029,0.02949131283247921
103046,0.03631903371522377
103056,0.029416375862584502
103062,0.0799938745592961
103078,0.015912161920949557
103083,0.015249497757836024
103092,0.052439875547992974
103096,0.04037763771370405
103097,0.07684159580373562
103102,0.1813757612154719
103112,0.054782719483830046
103132,0.02734521553116126
103144,0.058937683464835404
103145,0.07360395376236352
103146,0.009943531834254105
103147,0.06587965715559974
103158,0.028731858514520404
103171,0.07829591504106803
103173,0.018775158935443077
103184,0.019114011978334088
103195,0.10146947688829339
103196,0.044859791094384135
103206,0.01825056149689802
103230,0.15808688686351385
103231,0.10559942167302312
103232,0.017283969153130494
103239,0.06830454733302035
103240,0.12037734073150777
103243,0.019938770343501257
103252,0.08061760794230596
103258,0.03915785197296024
103259,0.11415352937164742
103279,0.015582967577879983
103280,0.007591442011671494
103286,0.04475150219994317
103287,0.4584630078034475
103290,0.014789994465927134
103298,0.026269088494381677
103315,0.006759357434169594
103319,0.02632757754888381
103334,0.19978335476570575
103336,0.046610821436920274
103345,0.038077503584904436
103368,0.022571951611051383
103371,0.21534854652689722
103377,0.015066194409626222
103398,0.017751331103482385
103404,0.08585323852653931
103408,0.17561685635874597
103410,0.04443889962339018
103418,0.018053991617770836
103420,0.11899565057618373
103432,0.05409776143701374
103433,0.016071355511972158
103436,0.016834700566634744
103440,0.022929285230536698
103453,0.031208626798893264
103459,0.03166817356496707
103460,0.033712729853271055
103461,0.009308742670492821
103462,0.024969000741548023
103473,0.10115781034924526
103474,0.014586809868254409
103475,0.14709083306131032
103478,0.05945359874078353
103480,0.0401797119646931
103484,0.01696780705456658
103494,0.2143827622381425
103513,0.050484326059264145
103515,0.06658337507942112
103516,0.13848783946596624
103525,0.13370225269942826
103541,0.11454064556937886
103544,0.016902134328045746
103562,0.39779655278051124
103570,0.28414648393581826
103572,0.13634615633768177
103574,0.020893388158012522
103575,0.03218561212718736
103591,0.1457906251150918
103594,0.012986964255228974
103609,0.04895434090812852
103613,0.20218536262717604
103614,0.04042588798147838
103615,0.052986068240353505
103624,0.056361795962201935
103625,0.16568534732002382
103628,0.1845441427273739
103629,0.023797031950310313
103647,0.0770817903520083
103648,0.08374308762154088
103651,0.024273334903203575
103658,0.023718395928774706
103668,0.07657490550884494
103669,0.04064062141581343
103676,0.05116969720315963
103682,0.033450075598261915
103683,0.10615726593712327
103689,0.027370653866674047
103725,0.04729769730590754
103733,0.12908080711142264
103744,0.018377124348964314
103762,0.2235600282455205
103771,0.2897245978808833
103773,0.007595611292584685
103783,0.04446865508475106
103784,0.055150049745351204
103808,0.015124801291940772
103812,0.04743924629189632
103813,0.1572264876386973
103814,0.06366730213912553
103818,0.10741071791508564
103824,0.01453879532716554
103828,0.01200524206149918
103830,0.23039952745251166
103840,0.013516954314997266
103842,0.08781479856611865
103847,0.17370459966942356
103848,0.14755603521032756
103851,0.02928444402288632
103854,0.07848384946701387
103857,0.12571806674240313
103861,0.015590410571053774
103862,0.049414349660840615
103865,0.03798801950888237
103870,0.00919279104533951
103876,0.017169077405364552
103891,0.25577407353288084
103908,0.041689484807966484
103914,0.10303694562710573
103918,0.05097817859667416
103940,0.01619206945738004
103963,0.11014081358027755
103966,0.0412307654687256
103971,0.1722991216768131
103980,0.10180973130037156
103984,0.06249362740588407
103985,0.056182238369718876
103998,0.30919918793673634
104019,0.016125679390065324
104026,0.028626753616389226
104035,0.07730402003711939
104044,0.051212001384984475
104045,0.07212630958237877
104047,0.20944380661551765
104051,0.020785079234426074
104058,0.03474126211877582
104063,0.016228017485196252
104066,0.300481258937894
104087,0.015834384537251164
104089,0.05454064160536087
104095,0.03519722975755841
104098,0.07904972110211263
104104,0.027418276522280374
104110,0.25080857292835707
104120,0.046489277980023204
104122,0.02862624795614719
104131,0.033397182636485924
104132,0.05942346950954036
104135,0.02821700355250613
104136,0.022941089628805002
104149,0.05838611853258428
104150,0.0790062954574964
104156,0.3146400348184807
104165,0.06386036665591961
104175,0.01745749329561642
104179,0.06465916829529794
104184,0.08348636638591898
104206,0.04160673423705886
104216,0.3434647283797919
104230,0.15195668534124193
104257,0.02738392606576135
104272,0.03880220888687715
104273,0.05214137142715836
104278,0.023275465142436134
104294,0.08719798370923632
104295,0.023870602774434424
104297,0.06555879636103586
104298,0.04957268872443625
104308,0.03134362337887555
104318,0.030889915186832297
104319,0.14494612148841085
104320,0.06493738064750262
104327,0.09307207552819824
104334,0.05523586596492086
104344,0.0428771435798974
104350,0.022421550908498292
104351,0.2205258589345232
104354,0.04064044048267335
104369,0.06713413878073703
104376,0.12643462479411702
104381,0.039580778000603216
104384,0.07653752036473588
104391,0.03119344022743328
104394,0.03097795659171026
104398,0.21527341633223646
104402,0.010600673382591286
104408,0.05598956948215506
104409,0.013669374711104134
104410,0.3366647371476683
104412,0.050102871804021114
104417,0.07137292232596121
104424,0.053290729914445376
104426,0.017565630240029075
104435,0.057113634710408666
104445,0.029964184208043216
104458,0.023209185263633653
104460,0.030031196177660913
104466,0.023510344772948756
104472,0.06040716193760958
104473,0.04951903861835756
104479,0.017294970881779104
104480,0.015316586526790316
104482,0.0681592688968922
