SK_ID_CURR,TARGET
100001,0.06770932807602296
100005,0.12143113715735322
100013,0.05104899038710849
100028,0.042522405489366255
100038,0.11734371573390476
100042,0.06121700022090167
100057,0.039659829398394755
100065,0.0868312112320136
100066,0.03631855817703047
100067,0.16791244212605488
100074,0.06913584921287466
100090,0.07292758611463586
100091,0.11605842393250039
100092,0.15284526273573423
100106,0.06839696737159362
100107,0.09665905684342369
100109,0.07265559217545416
100117,0.032208757864480075
100128,0.15165687070124978
100141,0.044947771253115526
100150,0.036560461028723325
100168,0.028496396505092902
100169,0.060300632234136516
100170,0.05661587873572562
100171,0.037852017649722354
100172,0.09339476938172898
100184,0.0839765772695889
100187,0.08378845692711788
100212,0.056411366860160385
100222,0.09093797496986487
100223,0.04305994604237553
100232,0.046145483227345914
100241,0.15113829258801242
100245,0.037066067427881474
100253,0.04576403229782656
100256,0.10263537060167942
100271,0.02421946686559132
100278,0.158600254846108
100280,0.028612820679400675
100306,0.1157472235561404
100311,0.14704495094474457
100312,0.03638703988475635
100330,0.08970441552926178
100331,0.05285869340278711
100352,0.09212982470586822
100358,0.0995495301917098
100367,0.05329416103162304
100382,0.1714907935772173
100384,0.08942914038157083
100385,0.1042232308703774
100386,0.06924262687573803
100399,0.03865001111308094
100404,0.09328701540658846
100416,0.04640586021723495
100422,0.06707690936214784
100426,0.08540892663525305
100438,0.054984154028775656
100444,0.08456208913734284
100445,0.09766217503639016
100446,0.17200375082179134
100447,0.044475793023472564
100450,0.06028384854813958
100466,0.03905495087659758
100483,0.05521753529592034
100484,0.02435314782331702
100494,0.08517293894880978
100510,0.12834283661428986
100512,0.04177470983142923
100517,0.037824245419075316
100548,0.0696219273740492
100551,0.041217947258920265
100552,0.10484111188054518
100553,0.03329084898773285
100561,0.1549813813974974
100568,0.23237074063251287
100569,0.05633193404142547
100591,0.05688531233664174
100592,0.028242926168248965
100602,0.08370454576878612
100607,0.0550505783605525
100613,0.06928238252576786
100617,0.140841806246074
100618,0.07455718276879353
100622,0.0900215232976985
100625,0.10706428858339381
100677,0.09875184641862061
100699,0.051710035346704895
100702,0.2642465502069286
100711,0.12256083042394537
100729,0.11275241372444242
100740,0.12522648983424792
100744,0.13391393079427177
100745,0.06280633060877226
100747,0.10057190500614542
100751,0.22867219992420135
100752,0.0682607404133783
100753,0.23560996820490138
100754,0.1502068243515123
100760,0.046603459827745705
100762,0.09382346340819021
100763,0.0827542025444067
100765,0.04981134747609362
100770,0.1318378159122363
100772,0.0436232222654118
100777,0.07095224845240637
100791,0.04694885802457587
100792,0.020383837898707253
100797,0.037697912342976474
100823,0.03756047661549507
100826,0.052932548526720316
100830,0.044170422038090615
100836,0.16479319754401967
100872,0.06423568744935737
100910,0.09164506807239546
100913,0.1351272025002367
100918,0.09080029697265075
100931,0.029083648852062133
100952,0.07883950893640107
