id,label
WEL92208756A_03-U3W-ITISA09-2_360_2.bmp,0
WEL93723955A_01-5CW-ITISA53-1_362_3.bmp,0
WEL936218K5A_31-3GW-ITISA54-2_149_3.bmp,0
WEP93714414A_25-WDV-ITISA75-1_100_4.bmp,0
WEL93602114A_01-CFW-ITISA13-2_156_4.bmp,0
WEP936256H4A_18-APG_ITIS_H116_2_296_4.bmp,1
WEP937285C2A_05-W7X-ITISA73-1_25_2.bmp,0
WEP93708112A_33-RRW-ITISA57-2_362_4.bmp,0
WEP93902913A_70-APG_ITIS_H116_2_16_3.bmp,1
WEL93143855A_24-APG_ITIS_H13_2_145_3.bmp,1
WEP93714353A_10-TVW-ITISA43-2_130_1.bmp,0
WEP93714414A_25-WDV-ITISA75-2_74_3.bmp,0
WEP938433D4A_01-APG_ITIS_H44_2_218_2.bmp,1
WEP936234B3A_26-APG_ITIS_H112_2_42_1.bmp,1
WEP930247H1A_36-APG_ITIS_H54_2_365_3.bmp,1
WEP93332254A_01-APG_ITIS_H50_1_431_2.bmp,1
WEL927267D5A_20-WCM-ITISA53-2_150_1.bmp,0
WEP934256H3A_24-APG_ITIS_H112_1_107_2.bmp,1
WEL936414D5A_03-W1P-ITISA54-2_262_4.bmp,0
WEL930041D5A_02-WV3-ITISA09-1_286_2.bmp,0
WEL93301616A_01-Z2W-ITISA09-2_298_4.bmp,0
WEP931428Q5A_14-WR6-ITISA20-2_63_4.bmp,0
WEL93405815A_01-WV3-ITISA13-2_196_3.bmp,0
WEL936218K5A_59-3GW-ITISA52-2_72_3.bmp,0
WEL93143855A_27-APG_ITIS_H13_2_175_2.bmp,1
WEL936218K5A_38-3GW-ITISA52-1_119_4.bmp,0
WEL93728915A_17-6BW-ITISA54-1_128_3.bmp,0
WEP934118D1A_28-APG_ITIS_H112_1_353_3.bmp,1
WEP93622711A_21-LJW-ITISA56-2_266_1.bmp,0
WEP93734215A_01-W1G-ITISA47-2_61_3.bmp,0
WEP93740111A_16-Z3W-ITISA47-1_91_2.bmp,0
WEP93706811A_26-5CW-ITISA49-2_302_4.bmp,0
WEP93630953A_21-O2W-ITISA56-2_38_1.bmp,0
WEL93513318A_01-1GW-ITISA53-1_122_1.bmp,0
WEP93632712A_13-APG_ITIS_H56_1_178_4.bmp,1
WEL927267D5A_20-WCM-ITISA53-1_236_2.bmp,0
WEL93723415A_10-APG_ITIS_H166_1_188_2.bmp,1
WEP937132H4A_01-JYW-ITISA47-1_271_1.bmp,0
WEP93525591A_01-APG_ITIS_H54_1_304_2.bmp,1
WEP937064T4A_08-3BW-ITISA44-1_284_4.bmp,0
WEP93706031A_04-W1W-ITISA57-2_234_1.bmp,0
WEP930336L1A_14-APG_ITIS_H44_1_239_3.bmp,1
WEL93718215A_05-APG_ITIS_H09_2_352_4.bmp,1
WEP93707854A_45-5CW-ITISA44-1_207_2.bmp,0
WEP93730521A_04-5BW-ITISA73-1_160_4.bmp,0
WEP93816121A_75-APG_ITIS_H112_2_309_2.bmp,1
WEP93818954A_48-APG_ITIS_H46_2_198_3.bmp,1
WEP936170A3A_30-1GW-ITISA44-2_24_4.bmp,0
WEL92208756A_03-U3W-ITISA09-2_318_2.bmp,0
WEL927267D5A_20-WCM-ITISA53-2_366_3.bmp,0
WEE939001M0A_01-1FW-ITISA20-1_144_4.bmp,0
WEL93738895A_02-W2G-ITISA54-2_264_3.bmp,0
WEP935326D3A_23-APG_ITIS_H09_2_274_1.bmp,1
WEP93827095A_01-APG_ITIS_H52_2_283_4.bmp,1
WEP93714451A_18-WDV-ITISA47-1_358_4.bmp,0
WEL936218K5A_45-3GW-ITISA52-2_175_4.bmp,0
WEP937297R3A_31-W1A-ITISA73-1_190_3.bmp,0
WEP93527652A_02-APG_ITIS_H112_1_199_4.bmp,1
WEL93726565A_11-APG_ITIS_H52_2_140_1.bmp,1
WEP93641011A_10-W7P-ITISA57-2_233_4.bmp,0
WEP938028K3A_06-W1A-ITISA47-1_15_3.bmp,0
WEP93714351A_04-TVW-ITISA43-2_1085_3.bmp,0
WEP93803652A_11-W1A-ITISA45-2_14_4.bmp,0
WEL93143855A_24-APG_ITIS_H13_1_276_2.bmp,1
WEL93728915A_08-6BW-ITISA54-1_107_1.bmp,0
WEP934031D4A_50-APG_ITIS_H53_1_195_3.bmp,1
WEP93430714A_18-APG_ITIS_H115_2_124_2.bmp,1
WEP93851312A_41-APG_ITIS_H75_2_132_3.bmp,1
WEL930041D5A_05-WV3-ITISA13-2_164_1.bmp,0
WEP93708112A_29-RRW-ITISA57-2_339_3.bmp,0
WEP93630844A_09-SAW-ITISA44-1_97_3.bmp,0
WEP936205D3A_06-APG_ITIS_H49_1_125_2.bmp,1
WEE939001B0A_14-1FW-ITISA20-1_195_4.bmp,0
WEP93810572A_07-APG_ITIS_H20_1_37_1.bmp,1
WEP93617352A_65-1GW-ITISA51-1_30_3.bmp,0
WEP937108B1A_06-WV4-ITISA44-2_100_1.bmp,0
WEP93734215A_01-W1G-ITISA47-1_267_1.bmp,0
WEP93714351A_03-TVW-ITISA75-2_184_4.bmp,0
WEP93735911A_06-APG_ITIS_H46_1_39_3.bmp,1
WEP937023H2A_01-A4W-ITISA46-1_210_2.bmp,0
WEP93137954A_01-APG_ITIS_H46_1_71_4.bmp,1
WEP93322714A_02-APG_ITIS_H53_1_473_3.bmp,1
WEP93724811A_46-5CW-ITISA43-1_351_4.bmp,0
WEP93714414A_22-WDV-ITISA75-1_125_1.bmp,0
WEP93506813A_42-APG_ITIS_H73_2_274_2.bmp,1
WEP93734215A_01-W1G-ITISA47-1_199_4.bmp,0
WEP932014H4A_06-Z2W-ITISA20-2_200_4.bmp,0
WEE939001H0A_01-1FW-ITISA20-2_363_1.bmp,0
WEL927267D5A_14-WCM-ITISA53-1_350_1.bmp,0
WEP937245C3A_01-5CW-ITISA47-1_1198_3.bmp,0
WEL927267D5A_20-WCM-ITISA53-1_276_2.bmp,0
WEP93714414A_13-WDV-ITISA75-2_333_3.bmp,0
WEP93724114A_33-5CW-ITISA51-2_18_2.bmp,0
WEL93728915A_09-6BW-ITISA54-1_297_4.bmp,0
WEP93632311A_41-APG_ITIS_H46_1_277_4.bmp,1
WEP93444191A_10-APG_ITIS_H53_1_942_3.bmp,1
WEL927267D5A_20-WCM-ITISA53-2_94_4.bmp,0
WEL930041D5A_07-WV3-ITISA09-1_84_3.bmp,0
WEL93728915A_22-6BW-ITISA54-1_193_2.bmp,0
WEP93734214A_13-W1G-ITISA47-1_198_2.bmp,0
WEP93719141A_01-ZEW-ITISA73-2_251_4.bmp,0
WEP93614934A_14-APG_ITIS_H13_2_171_3.bmp,1
WEP937262D5A_15-6CW-ITISA45-1_339_1.bmp,0
WEP93203694A_15-APG_ITIS_H43_1_162_4.bmp,1
WEE939001D0A_13-1FW-ITISA45-1_7_2.bmp,0
WEP93617353A_36-1GW-ITISA51-1_73_3.bmp,0
WEP937068D4A_11-5CW-ITISA51-2_205_4.bmp,1
WEL927267D5A_26-WCM-ITISA53-2_174_1.bmp,0
WEL93407711A_01-JVW-ITISA13-1_272_3.bmp,0
WEL93523912A_37-WSC-ITISA13-1_366_2.bmp,0
WEL93728915A_18-6BW-ITISA54-2_173_3.bmp,0
WEP93640411A_36-APG_ITIS_H112_2_158_4.bmp,1
WEL936218K5A_30-3GW-ITISA54-1_84_3.bmp,0
WEP938032B2A_31-A1W-ITISA47-1_180_3.bmp,0
WEL93523912A_41-WSC-ITISA13-1_165_4.bmp,0
WEP93142224A_02-APG_ITIS_H44_2_240_2.bmp,1
WEP93714313A_15-TVW-ITISA43-1_1071_4.bmp,0
WEP93639434A_02-APG_ITIS_H72_2_597_1.bmp,1
WEP936233H4A_11-A7W-ITISA35-2_135_3.bmp,0
WEL92208756A_03-U3W-ITISA09-1_275_2.bmp,0
WEP93705970A_05-210-ITISA75-1_138_4.bmp,0
WEL93524816A_40-3BW-ITISA52-1_216_4.bmp,0
WEP93614816A_04-WJL-ITISA57-1_343_1.bmp,0
WEP937405K4A_28-Z7W-ITISA47-2_151_3.bmp,0
WEP93513113A_15-APG_ITIS_H75_1_518_4.bmp,1
WEP93622711A_47-LJW-ITISA56-2_262_1.bmp,0
WEL93728915A_39-6BW-ITISA35-2_25_4.bmp,0
WEP93734212A_11-W1G-ITISA47-1_117_1.bmp,0
WEP93641011A_10-W7P-ITISA57-1_39_1.bmp,0
WEP93420796A_02-APG_ITIS_H44_1_179_3.bmp,1
WEP937255D2A_11-W1A-ITISA20-2_54_3.bmp,0
WEE939001H0A_14-1FW-ITISA20-1_199_4.bmp,0
WEP93724213A_02-APG_ITIS_H53_1_408_3.bmp,1
